Account ID,Payment,Expected Invoice,Plan,Date Received
80,300.8,TRUE,Basic,1/29/21
90,358.8,TRUE,Basic,1/29/21
81,295,TRUE,Basic,1/29/21
103,295,TRUE,Basic,1/29/21
53,295,TRUE,Basic,1/30/21
36,295,TRUE,Basic,1/30/21
28,295,TRUE,Basic,1/30/21
43,295,TRUE,Basic,1/30/21
54,295,TRUE,Basic,1/30/21
40,295,TRUE,Basic,1/30/21
334,295,TRUE,Basic,2/24/21
327,295,TRUE,Basic,2/24/21
314,875,TRUE,Premium,2/24/21
308,875,TRUE,Premium,2/25/21
250,295,TRUE,Basic,2/26/21
244,295,TRUE,Basic,2/26/21
187,295,TRUE,Basic,2/27/21
203,295,TRUE,Basic,2/27/21
191,295,TRUE,Basic,2/27/21
54,295,TRUE,Basic,2/28/21
92,295,TRUE,Basic,2/28/21
40,295,TRUE,Basic,2/28/21
28,295,TRUE,Basic,2/28/21
135,295,TRUE,Basic,2/28/21
120,654.6,TRUE,Basic,2/28/21
63,295,TRUE,Basic,2/28/21
43,295,TRUE,Basic,2/28/21
164,295,TRUE,Basic,2/28/21
132,295,TRUE,Basic,2/28/21
103,295,TRUE,Basic,2/28/21
36,295,TRUE,Basic,2/28/21
80,382,TRUE,Basic,2/28/21
81,295,TRUE,Basic,2/28/21
53,295,TRUE,Basic,2/28/21
90,550.2,TRUE,Basic,2/28/21
328,295,TRUE,Basic,3/24/21
327,295,TRUE,Basic,3/24/21
314,875,TRUE,Premium,3/24/21
334,295,TRUE,Basic,3/24/21
308,875,TRUE,Premium,3/25/21
250,295,TRUE,Basic,3/26/21
244,295,TRUE,Basic,3/26/21
200,295,TRUE,Basic,3/27/21
187,295,TRUE,Basic,3/27/21
191,295,TRUE,Basic,3/27/21
203,295,TRUE,Basic,3/27/21
164,295,TRUE,Basic,3/28/21
120,657.5,TRUE,Basic,3/28/21
135,295,TRUE,Basic,3/28/21
132,295,TRUE,Basic,3/28/21
80,434.2,TRUE,Basic,3/29/21
103,295,TRUE,Basic,3/29/21
63,295,TRUE,Basic,3/29/21
90,512.5,TRUE,Basic,3/29/21
81,295,TRUE,Basic,3/29/21
92,295,TRUE,Basic,3/29/21
53,295,TRUE,Basic,3/30/21
31,295,TRUE,Basic,3/30/21
40,295,TRUE,Basic,3/30/21
28,295,TRUE,Basic,3/30/21
43,295,TRUE,Basic,3/30/21
36,295,TRUE,Basic,3/30/21
54,295,TRUE,Basic,3/30/21
24,295,TRUE,Basic,3/31/21
4,295,TRUE,Basic,3/31/21
25,295,TRUE,Basic,3/31/21
27,295,TRUE,Basic,3/31/21
328,295,TRUE,Basic,4/24/21
327,295,TRUE,Basic,4/24/21
334,295,TRUE,Basic,4/24/21
319,234.1,TRUE,Basic,4/24/21
314,875,TRUE,Premium,4/24/21
308,875,TRUE,Premium,4/25/21
244,295,TRUE,Basic,4/26/21
250,295,TRUE,Basic,4/26/21
187,295,TRUE,Basic,4/27/21
203,295,TRUE,Basic,4/27/21
200,373.3,TRUE,Basic,4/27/21
191,295,TRUE,Basic,4/27/21
132,295,TRUE,Basic,4/28/21
120,663.3,TRUE,Basic,4/28/21
123,234.1,TRUE,Basic,4/28/21
135,295,TRUE,Basic,4/28/21
164,295,TRUE,Basic,4/28/21
90,576.3,TRUE,Basic,4/29/21
63,295,TRUE,Basic,4/29/21
103,321.1,TRUE,Basic,4/29/21
79,234.1,TRUE,Basic,4/29/21
107,295,TRUE,Basic,4/29/21
92,295,TRUE,Basic,4/29/21
81,295,TRUE,Basic,4/29/21
109,234.1,TRUE,Basic,4/29/21
80,425.5,TRUE,Basic,4/29/21
4,295,TRUE,Basic,4/30/21
43,295,TRUE,Basic,4/30/21
42,234.1,TRUE,Basic,4/30/21
25,295,TRUE,Basic,4/30/21
31,295,TRUE,Basic,4/30/21
24,295,TRUE,Basic,4/30/21
36,295,TRUE,Basic,4/30/21
27,295,TRUE,Basic,4/30/21
28,295,TRUE,Basic,4/30/21
40,295,TRUE,Basic,4/30/21
53,295,TRUE,Basic,4/30/21
54,295,TRUE,Basic,4/30/21
319,234.1,TRUE,Basic,5/24/21
327,295,TRUE,Basic,5/24/21
334,295,TRUE,Basic,5/24/21
328,295,TRUE,Basic,5/24/21
314,875,TRUE,Premium,5/24/21
308,875,TRUE,Premium,5/25/21
250,295,TRUE,Basic,5/26/21
244,295,TRUE,Basic,5/26/21
254,454.5,TRUE,Basic,5/26/21
203,295,TRUE,Basic,5/27/21
205,251.5,TRUE,Basic,5/27/21
191,295,TRUE,Basic,5/27/21
200,367.5,TRUE,Basic,5/27/21
187,295,TRUE,Basic,5/27/21
135,295,TRUE,Basic,5/28/21
123,234.1,TRUE,Basic,5/28/21
132,295,TRUE,Basic,5/28/21
120,756.1,TRUE,Basic,5/28/21
164,315.3,TRUE,Basic,5/28/21
72,251.5,TRUE,Basic,5/29/21
79,234.1,TRUE,Basic,5/29/21
80,474.8,TRUE,Basic,5/29/21
81,295,TRUE,Basic,5/29/21
63,295,TRUE,Basic,5/29/21
73,251.5,TRUE,Basic,5/29/21
103,396.5,TRUE,Basic,5/29/21
109,234.1,TRUE,Basic,5/29/21
90,587.9,TRUE,Basic,5/29/21
92,295,TRUE,Basic,5/29/21
107,295,TRUE,Basic,5/29/21
54,295,TRUE,Basic,5/30/21
31,295,TRUE,Basic,5/30/21
53,295,TRUE,Basic,5/30/21
42,234.1,TRUE,Basic,5/30/21
28,295,TRUE,Basic,5/30/21
40,295,TRUE,Basic,5/30/21
36,295,TRUE,Basic,5/30/21
43,295,TRUE,Basic,5/30/21
4,295,TRUE,Basic,5/31/21
27,295,TRUE,Basic,5/31/21
24,295,TRUE,Basic,5/31/21
25,295,TRUE,Basic,5/31/21
328,295,TRUE,Basic,6/24/21
327,295,TRUE,Basic,6/24/21
334,295,TRUE,Basic,6/24/21
319,234.1,TRUE,Basic,6/24/21
314,915.6,TRUE,Premium,6/24/21
308,875,TRUE,Premium,6/25/21
263,266,TRUE,Basic,6/25/21
254,738.7,TRUE,Basic,6/26/21
244,295,TRUE,Basic,6/26/21
248,251.5,TRUE,Basic,6/26/21
252,251.5,TRUE,Basic,6/26/21
250,295,TRUE,Basic,6/26/21
203,295,TRUE,Basic,6/27/21
187,295,TRUE,Basic,6/27/21
191,295,TRUE,Basic,6/27/21
205,251.5,TRUE,Basic,6/27/21
200,390.7,TRUE,Basic,6/27/21
171,251.5,TRUE,Basic,6/27/21
135,295,TRUE,Basic,6/28/21
123,234.1,TRUE,Basic,6/28/21
141,251.5,TRUE,Basic,6/28/21
132,295,TRUE,Basic,6/28/21
120,457.4,TRUE,Basic,6/28/21
164,312.4,TRUE,Basic,6/28/21
118,324,TRUE,Basic,6/28/21
92,295,TRUE,Basic,6/29/21
113,251.5,TRUE,Basic,6/29/21
72,251.5,TRUE,Basic,6/29/21
107,295,TRUE,Basic,6/29/21
90,614,TRUE,Basic,6/29/21
103,367.5,TRUE,Basic,6/29/21
112,251.5,TRUE,Basic,6/29/21
63,295,TRUE,Basic,6/29/21
80,524.1,TRUE,Basic,6/29/21
79,234.1,TRUE,Basic,6/29/21
81,295,TRUE,Basic,6/29/21
109,234.1,TRUE,Basic,6/29/21
73,286.3,TRUE,Basic,6/29/21
43,295,TRUE,Basic,6/30/21
28,295,TRUE,Basic,6/30/21
54,295,TRUE,Basic,6/30/21
25,295,TRUE,Basic,6/30/21
27,295,TRUE,Basic,6/30/21
31,295,TRUE,Basic,6/30/21
4,295,TRUE,Basic,6/30/21
36,295,TRUE,Basic,6/30/21
57,251.5,TRUE,Basic,6/30/21
42,234.1,TRUE,Basic,6/30/21
53,295,TRUE,Basic,6/30/21
24,295,TRUE,Basic,6/30/21
41,338.5,TRUE,Basic,6/30/21
56,251.5,TRUE,Basic,6/30/21
40,295,TRUE,Basic,6/30/21
52,251.5,TRUE,Basic,6/30/21
327,295,TRUE,Basic,7/24/21
328,295,TRUE,Basic,7/24/21
335,266,TRUE,Basic,7/24/21
314,904,TRUE,Premium,7/24/21
334,295,TRUE,Basic,7/24/21
319,234.1,TRUE,Basic,7/24/21
308,875,TRUE,Premium,7/25/21
263,266,TRUE,Basic,7/25/21
254,886.6,TRUE,Basic,7/26/21
250,295,TRUE,Basic,7/26/21
243,251.5,TRUE,Basic,7/26/21
244,295,TRUE,Basic,7/26/21
248,251.5,TRUE,Basic,7/26/21
252,251.5,TRUE,Basic,7/26/21
191,295,TRUE,Basic,7/27/21
200,396.5,TRUE,Basic,7/27/21
171,469,TRUE,Basic,7/27/21
205,251.5,TRUE,Basic,7/27/21
203,295,TRUE,Basic,7/27/21
187,295,TRUE,Basic,7/27/21
141,251.5,TRUE,Basic,7/28/21
118,422.6,TRUE,Basic,7/28/21
147,251.5,TRUE,Basic,7/28/21
123,234.1,TRUE,Basic,7/28/21
132,332.7,TRUE,Basic,7/28/21
120,596.6,TRUE,Basic,7/28/21
164,341.4,TRUE,Basic,7/28/21
135,295,TRUE,Basic,7/28/21
161,2177.1,TRUE,Business,7/28/21
103,393.6,TRUE,Basic,7/29/21
105,309.5,TRUE,Basic,7/29/21
79,234.1,TRUE,Basic,7/29/21
112,251.5,TRUE,Basic,7/29/21
80,431.3,TRUE,Basic,7/29/21
72,251.5,TRUE,Basic,7/29/21
109,234.1,TRUE,Basic,7/29/21
104,411,TRUE,Basic,7/29/21
92,295,TRUE,Basic,7/29/21
107,295,TRUE,Basic,7/29/21
111,266,TRUE,Basic,7/29/21
63,295,TRUE,Basic,7/29/21
73,373.3,TRUE,Basic,7/29/21
113,251.5,TRUE,Basic,7/29/21
90,614,TRUE,Basic,7/29/21
81,295,TRUE,Basic,7/29/21
56,251.5,TRUE,Basic,7/30/21
28,295,TRUE,Basic,7/30/21
43,295,TRUE,Basic,7/30/21
54,295,TRUE,Basic,7/30/21
40,295,TRUE,Basic,7/30/21
52,251.5,TRUE,Basic,7/30/21
42,234.1,TRUE,Basic,7/30/21
31,295,TRUE,Basic,7/30/21
29,251.5,TRUE,Basic,7/30/21
53,295,TRUE,Basic,7/30/21
41,556,TRUE,Basic,7/30/21
57,251.5,TRUE,Basic,7/30/21
36,295,TRUE,Basic,7/30/21
24,295,TRUE,Basic,7/31/21
27,295,TRUE,Basic,7/31/21
4,295,TRUE,Basic,7/31/21
5,367.5,TRUE,Basic,7/31/21
25,295,TRUE,Basic,7/31/21
26,280.5,TRUE,Basic,7/31/21
335,544.4,TRUE,Basic,8/24/21
328,295,TRUE,Basic,8/24/21
327,295,TRUE,Basic,8/24/21
319,234.1,TRUE,Basic,8/24/21
334,295,TRUE,Basic,8/24/21
314,904,TRUE,Premium,8/24/21
263,283.4,TRUE,Basic,8/25/21
286,251.5,TRUE,Basic,8/25/21
244,295,TRUE,Basic,8/26/21
226,251.5,TRUE,Basic,8/26/21
253,266,TRUE,Basic,8/26/21
250,295,TRUE,Basic,8/26/21
252,251.5,TRUE,Basic,8/26/21
216,251.5,TRUE,Basic,8/26/21
243,300.8,TRUE,Basic,8/26/21
248,251.5,TRUE,Basic,8/26/21
242,251.5,TRUE,Basic,8/26/21
254,875,TRUE,Basic,8/26/21
234,251.5,TRUE,Basic,8/26/21
255,251.5,TRUE,Basic,8/26/21
169,251.5,TRUE,Basic,8/27/21
168,251.5,TRUE,Basic,8/27/21
170,251.5,TRUE,Basic,8/27/21
200,431.3,TRUE,Basic,8/27/21
205,251.5,TRUE,Basic,8/27/21
171,411,TRUE,Basic,8/27/21
191,295,TRUE,Basic,8/27/21
203,295,TRUE,Basic,8/27/21
192,251.5,TRUE,Basic,8/27/21
187,295,TRUE,Basic,8/27/21
161,4001.2,TRUE,Business,8/28/21
132,341.4,TRUE,Basic,8/28/21
142,251.5,TRUE,Basic,8/28/21
147,266,TRUE,Basic,8/28/21
141,251.5,TRUE,Basic,8/28/21
123,234.1,TRUE,Basic,8/28/21
164,469,TRUE,Basic,8/28/21
120,442.9,TRUE,Basic,8/28/21
135,295,TRUE,Basic,8/28/21
118,538.6,TRUE,Basic,8/28/21
104,605.3,TRUE,Basic,8/29/21
72,266,TRUE,Basic,8/29/21
107,295,TRUE,Basic,8/29/21
113,251.5,TRUE,Basic,8/29/21
80,547.3,TRUE,Basic,8/29/21
73,448.7,TRUE,Basic,8/29/21
78,251.5,TRUE,Basic,8/29/21
103,382,TRUE,Basic,8/29/21
92,295,TRUE,Basic,8/29/21
109,234.1,TRUE,Basic,8/29/21
63,295,TRUE,Basic,8/29/21
81,295,TRUE,Basic,8/29/21
112,251.5,TRUE,Basic,8/29/21
105,309.5,TRUE,Basic,8/29/21
111,266,TRUE,Basic,8/29/21
90,735.8,TRUE,Basic,8/29/21
79,234.1,TRUE,Basic,8/29/21
54,295,TRUE,Basic,8/30/21
56,251.5,TRUE,Basic,8/30/21
55,251.5,TRUE,Basic,8/30/21
28,295,TRUE,Basic,8/30/21
53,295,TRUE,Basic,8/30/21
57,274.7,TRUE,Basic,8/30/21
40,295,TRUE,Basic,8/30/21
52,251.5,TRUE,Basic,8/30/21
31,295,TRUE,Basic,8/30/21
42,234.1,TRUE,Basic,8/30/21
41,532.8,TRUE,Basic,8/30/21
36,295,TRUE,Basic,8/30/21
43,295,TRUE,Basic,8/30/21
29,251.5,TRUE,Basic,8/30/21
17,251.5,TRUE,Basic,8/30/21
26,370.4,TRUE,Basic,8/31/21
27,295,TRUE,Basic,8/31/21
25,295,TRUE,Basic,8/31/21
5,347.2,TRUE,Basic,8/31/21
4,295,TRUE,Basic,8/31/21
24,295,TRUE,Basic,8/31/21
30,251.5,TRUE,Basic,8/31/21
60,251.5,TRUE,Basic,8/31/21
314,976.5,TRUE,Premium,9/24/21
328,295,TRUE,Basic,9/24/21
335,532.8,TRUE,Basic,9/24/21
327,295,TRUE,Basic,9/24/21
319,489.3,TRUE,Basic,9/24/21
334,295,TRUE,Basic,9/24/21
286,251.5,TRUE,Basic,9/25/21
308,1678.3,TRUE,Premium,9/25/21
302,251.5,TRUE,Basic,9/25/21
263,347.2,TRUE,Basic,9/25/21
248,251.5,TRUE,Basic,9/26/21
253,303.7,TRUE,Basic,9/26/21
216,379.1,TRUE,Basic,9/26/21
254,935.9,TRUE,Basic,9/26/21
234,251.5,TRUE,Basic,9/26/21
250,295,TRUE,Basic,9/26/21
243,387.8,TRUE,Basic,9/26/21
244,295,TRUE,Basic,9/26/21
252,251.5,TRUE,Basic,9/26/21
255,251.5,TRUE,Basic,9/26/21
226,251.5,TRUE,Basic,9/26/21
242,251.5,TRUE,Basic,9/26/21
192,474.8,TRUE,Basic,9/27/21
168,251.5,TRUE,Basic,9/27/21
205,251.5,TRUE,Basic,9/27/21
170,268.9,TRUE,Basic,9/27/21
184,251.5,TRUE,Basic,9/27/21
169,251.5,TRUE,Basic,9/27/21
171,411,TRUE,Basic,9/27/21
200,451.6,TRUE,Basic,9/27/21
203,295,TRUE,Basic,9/27/21
167,1455,TRUE,Business,9/27/21
191,295,TRUE,Basic,9/27/21
187,295,TRUE,Basic,9/27/21
147,292.1,TRUE,Basic,9/28/21
118,538.6,TRUE,Basic,9/28/21
132,266,TRUE,Basic,9/28/21
141,251.5,TRUE,Basic,9/28/21
123,335.6,TRUE,Basic,9/28/21
161,6266.1,TRUE,Business,9/28/21
120,492.2,TRUE,Basic,9/28/21
142,251.5,TRUE,Basic,9/28/21
122,353,TRUE,Basic,9/28/21
164,634.3,TRUE,Basic,9/28/21
135,295,TRUE,Basic,9/28/21
78,251.5,TRUE,Basic,9/29/21
92,295,TRUE,Basic,9/29/21
107,295,TRUE,Basic,9/29/21
104,564.7,TRUE,Basic,9/29/21
73,498,TRUE,Basic,9/29/21
64,251.5,TRUE,Basic,9/29/21
79,234.1,TRUE,Basic,9/29/21
63,295,TRUE,Basic,9/29/21
112,251.5,TRUE,Basic,9/29/21
109,234.1,TRUE,Basic,9/29/21
72,306.6,TRUE,Basic,9/29/21
111,266,TRUE,Basic,9/29/21
90,785.1,TRUE,Basic,9/29/21
80,698.1,TRUE,Basic,9/29/21
113,251.5,TRUE,Basic,9/29/21
105,335.6,TRUE,Basic,9/29/21
103,382,TRUE,Basic,9/29/21
81,295,TRUE,Basic,9/29/21
57,266,TRUE,Basic,9/30/21
60,573.4,TRUE,Basic,9/30/21
25,315.3,TRUE,Basic,9/30/21
30,251.5,TRUE,Basic,9/30/21
53,295,TRUE,Basic,9/30/21
55,251.5,TRUE,Basic,9/30/21
24,295,TRUE,Basic,9/30/21
26,353,TRUE,Basic,9/30/21
42,315.3,TRUE,Basic,9/30/21
17,318.2,TRUE,Basic,9/30/21
28,295,TRUE,Basic,9/30/21
31,295,TRUE,Basic,9/30/21
4,295,TRUE,Basic,9/30/21
36,295,TRUE,Basic,9/30/21
27,295,TRUE,Basic,9/30/21
29,251.5,TRUE,Basic,9/30/21
5,329.8,TRUE,Basic,9/30/21
44,251.5,TRUE,Basic,9/30/21
40,295,TRUE,Basic,9/30/21
56,251.5,TRUE,Basic,9/30/21
52,251.5,TRUE,Basic,9/30/21
43,295,TRUE,Basic,9/30/21
54,295,TRUE,Basic,9/30/21
41,683.6,TRUE,Basic,9/30/21
531,295,TRUE,Basic,10/20/21
527,295,TRUE,Basic,10/20/21
381,295,TRUE,Basic,10/23/21
314,1356.4,TRUE,Premium,10/24/21
334,295,TRUE,Basic,10/24/21
335,744.5,TRUE,Basic,10/24/21
327,295,TRUE,Basic,10/24/21
328,295,TRUE,Basic,10/24/21
319,521.2,TRUE,Basic,10/24/21
302,251.5,TRUE,Basic,10/25/21
308,1182.4,TRUE,Premium,10/25/21
286,251.5,TRUE,Basic,10/25/21
282,251.5,TRUE,Basic,10/25/21
263,332.7,TRUE,Basic,10/25/21
243,451.6,TRUE,Basic,10/26/21
248,251.5,TRUE,Basic,10/26/21
211,1455,TRUE,Business,10/26/21
217,251.5,TRUE,Basic,10/26/21
255,251.5,TRUE,Basic,10/26/21
254,1107,TRUE,Basic,10/26/21
253,364.6,TRUE,Basic,10/26/21
244,295,TRUE,Basic,10/26/21
226,251.5,TRUE,Basic,10/26/21
252,428.4,TRUE,Basic,10/26/21
242,251.5,TRUE,Basic,10/26/21
216,324,TRUE,Basic,10/26/21
250,295,TRUE,Basic,10/26/21
251,382,TRUE,Basic,10/26/21
234,251.5,TRUE,Basic,10/26/21
203,295,TRUE,Basic,10/27/21
171,486.4,TRUE,Basic,10/27/21
200,460.3,TRUE,Basic,10/27/21
192,541.5,TRUE,Basic,10/27/21
195,1455,TRUE,Business,10/27/21
169,251.5,TRUE,Basic,10/27/21
201,251.5,TRUE,Basic,10/27/21
170,306.6,TRUE,Basic,10/27/21
184,251.5,TRUE,Basic,10/27/21
168,251.5,TRUE,Basic,10/27/21
167,1455,TRUE,Business,10/27/21
187,295,TRUE,Basic,10/27/21
205,251.5,TRUE,Basic,10/27/21
186,251.5,TRUE,Basic,10/27/21
174,251.5,TRUE,Basic,10/27/21
202,251.5,TRUE,Basic,10/27/21
191,326.9,TRUE,Basic,10/27/21
141,268.9,TRUE,Basic,10/28/21
164,677.8,TRUE,Basic,10/28/21
161,7753.8,TRUE,Business,10/28/21
118,611.1,TRUE,Basic,10/28/21
132,326.9,TRUE,Basic,10/28/21
142,251.5,TRUE,Basic,10/28/21
147,280.5,TRUE,Basic,10/28/21
126,251.5,TRUE,Basic,10/28/21
122,379.1,TRUE,Basic,10/28/21
138,251.5,TRUE,Basic,10/28/21
140,1455,TRUE,Business,10/28/21
123,289.2,TRUE,Basic,10/28/21
135,295,TRUE,Basic,10/28/21
120,512.5,TRUE,Basic,10/28/21
112,251.5,TRUE,Basic,10/29/21
107,295,TRUE,Basic,10/29/21
65,251.5,TRUE,Basic,10/29/21
69,1455,TRUE,Business,10/29/21
73,634.3,TRUE,Basic,10/29/21
111,266,TRUE,Basic,10/29/21
78,295,TRUE,Basic,10/29/21
90,779.3,TRUE,Basic,10/29/21
103,382,TRUE,Basic,10/29/21
81,295,TRUE,Basic,10/29/21
105,321.1,TRUE,Basic,10/29/21
109,234.1,TRUE,Basic,10/29/21
80,599.5,TRUE,Basic,10/29/21
104,602.4,TRUE,Basic,10/29/21
72,266,TRUE,Basic,10/29/21
113,251.5,TRUE,Basic,10/29/21
102,1774,TRUE,Business,10/29/21
92,295,TRUE,Basic,10/29/21
64,251.5,TRUE,Basic,10/29/21
95,251.5,TRUE,Basic,10/29/21
63,295,TRUE,Basic,10/29/21
79,234.1,TRUE,Basic,10/29/21
32,251.5,TRUE,Basic,10/30/21
36,295,TRUE,Basic,10/30/21
53,295,TRUE,Basic,10/30/21
43,295,TRUE,Basic,10/30/21
17,489.3,TRUE,Basic,10/30/21
28,295,TRUE,Basic,10/30/21
57,237,TRUE,Basic,10/30/21
56,251.5,TRUE,Basic,10/30/21
42,289.2,TRUE,Basic,10/30/21
44,251.5,TRUE,Basic,10/30/21
55,251.5,TRUE,Basic,10/30/21
41,727.1,TRUE,Basic,10/30/21
31,295,TRUE,Basic,10/30/21
52,266,TRUE,Basic,10/30/21
40,295,TRUE,Basic,10/30/21
54,295,TRUE,Basic,10/30/21
29,251.5,TRUE,Basic,10/30/21
30,266,TRUE,Basic,10/31/21
60,553.1,TRUE,Basic,10/31/21
27,295,TRUE,Basic,10/31/21
4,295,TRUE,Basic,10/31/21
23,251.5,TRUE,Basic,10/31/21
24,295,TRUE,Basic,10/31/21
26,353,TRUE,Basic,10/31/21
5,379.1,TRUE,Basic,10/31/21
25,434.2,TRUE,Basic,10/31/21
256,1455,TRUE,Business,11/16/21
546,295,TRUE,Basic,11/19/21
543,295,TRUE,Basic,11/19/21
527,295,TRUE,Basic,11/20/21
531,295,TRUE,Basic,11/20/21
381,326.9,TRUE,Basic,11/23/21
335,782.2,TRUE,Basic,11/24/21
334,295,TRUE,Basic,11/24/21
322,251.5,TRUE,Basic,11/24/21
328,295,TRUE,Basic,11/24/21
327,295,TRUE,Basic,11/24/21
319,582.1,TRUE,Basic,11/24/21
314,1336.1,TRUE,Premium,11/24/21
286,251.5,TRUE,Basic,11/25/21
282,266,TRUE,Basic,11/25/21
263,338.5,TRUE,Basic,11/25/21
307,251.5,TRUE,Basic,11/25/21
308,1025.8,TRUE,Premium,11/25/21
277,1571,TRUE,Business,11/25/21
291,251.5,TRUE,Basic,11/25/21
283,251.5,TRUE,Basic,11/25/21
302,251.5,TRUE,Basic,11/25/21
309,295,TRUE,Basic,11/25/21
312,251.5,TRUE,Basic,11/25/21
281,251.5,TRUE,Basic,11/25/21
232,1455,TRUE,Business,11/26/21
226,251.5,TRUE,Basic,11/26/21
234,251.5,TRUE,Basic,11/26/21
250,295,TRUE,Basic,11/26/21
243,582.1,TRUE,Basic,11/26/21
252,396.5,TRUE,Basic,11/26/21
253,341.4,TRUE,Basic,11/26/21
254,991,TRUE,Basic,11/26/21
251,228.3,TRUE,Basic,11/26/21
217,251.5,TRUE,Basic,11/26/21
216,350.1,TRUE,Basic,11/26/21
248,251.5,TRUE,Basic,11/26/21
244,295,TRUE,Basic,11/26/21
228,251.5,TRUE,Basic,11/26/21
211,1455,TRUE,Business,11/26/21
210,251.5,TRUE,Basic,11/26/21
245,251.5,TRUE,Basic,11/26/21
242,251.5,TRUE,Basic,11/26/21
256,1455,TRUE,Business,11/26/21
255,251.5,TRUE,Basic,11/26/21
168,251.5,TRUE,Basic,11/27/21
199,251.5,TRUE,Basic,11/27/21
206,266,TRUE,Basic,11/27/21
200,454.5,TRUE,Basic,11/27/21
195,1455,TRUE,Business,11/27/21
202,251.5,TRUE,Basic,11/27/21
186,454.5,TRUE,Basic,11/27/21
167,1455,TRUE,Business,11/27/21
187,295,TRUE,Basic,11/27/21
169,251.5,TRUE,Basic,11/27/21
179,251.5,TRUE,Basic,11/27/21
205,251.5,TRUE,Basic,11/27/21
203,295,TRUE,Basic,11/27/21
184,251.5,TRUE,Basic,11/27/21
191,341.4,TRUE,Basic,11/27/21
201,303.7,TRUE,Basic,11/27/21
171,503.8,TRUE,Basic,11/27/21
174,790.9,TRUE,Basic,11/27/21
192,544.4,TRUE,Basic,11/27/21
182,266,TRUE,Basic,11/27/21
170,295,TRUE,Basic,11/27/21
118,640.1,TRUE,Basic,11/28/21
164,703.9,TRUE,Basic,11/28/21
135,295,TRUE,Basic,11/28/21
161,8006.1,TRUE,Business,11/28/21
142,251.5,TRUE,Basic,11/28/21
126,251.5,TRUE,Basic,11/28/21
132,324,TRUE,Basic,11/28/21
138,251.5,TRUE,Basic,11/28/21
141,266,TRUE,Basic,11/28/21
122,367.5,TRUE,Basic,11/28/21
147,280.5,TRUE,Basic,11/28/21
120,518.3,TRUE,Basic,11/28/21
123,289.2,TRUE,Basic,11/28/21
140,1455,TRUE,Business,11/28/21
79,434.2,TRUE,Basic,11/29/21
104,631.4,TRUE,Basic,11/29/21
113,251.5,TRUE,Basic,11/29/21
112,251.5,TRUE,Basic,11/29/21
90,819.9,TRUE,Basic,11/29/21
102,2377.2,TRUE,Business,11/29/21
109,234.1,TRUE,Basic,11/29/21
69,1455,TRUE,Business,11/29/21
103,382,TRUE,Basic,11/29/21
70,1890,TRUE,Business,11/29/21
107,295,TRUE,Basic,11/29/21
80,529.9,TRUE,Basic,11/29/21
78,303.7,TRUE,Basic,11/29/21
95,268.9,TRUE,Basic,11/29/21
115,1455,TRUE,Business,11/29/21
105,347.2,TRUE,Basic,11/29/21
92,295,TRUE,Basic,11/29/21
64,251.5,TRUE,Basic,11/29/21
65,251.5,TRUE,Basic,11/29/21
63,295,TRUE,Basic,11/29/21
